tag	name	text	class	description	position (top-left x&y)	size (w&h)
push button	0	0		20	(294, 353)	(13, 24)
push button	0	0		21	(281, 353)	(13, 24)
push button	0	0		22	(268, 353)	(13, 24)
push button	0	0		23	(255, 353)	(13, 24)
push button	0	0		24	(232, 353)	(13, 24)
push button	0	0		25	(219, 353)	(13, 24)
push button	0	0		26	(206, 353)	(13, 24)
push button	0	0		27	(193, 353)	(13, 24)
push button	0	0		28	(170, 353)	(13, 24)
push button	0	0		29	(157, 353)	(13, 24)
push button	0	0		30	(144, 353)	(13, 24)
push button	0	0		31	(131, 353)	(13, 24)
label	 0	 0			(369, 377)	(36, 24)
label	16	16			(369, 353)	(40, 24)
label	32	32			(369, 329)	(40, 24)
label	48	48			(369, 305)	(40, 24)
label	31	31			(91, 353)	(40, 24)
label	63	63			(91, 305)	(40, 24)
push button	0	0		47	(131, 329)	(13, 24)
push button	0	0		46	(144, 329)	(13, 24)
push button	0	0		45	(157, 329)	(13, 24)
push button	0	0		44	(170, 329)	(13, 24)
push button	0	0		43	(193, 329)	(13, 24)
push button	0	0		42	(206, 329)	(13, 24)
push button	0	0		41	(219, 329)	(13, 24)
push button	0	0		40	(232, 329)	(13, 24)
push button	0	0		39	(255, 329)	(13, 24)
push button	0	0		38	(268, 329)	(13, 24)
push button	0	0		37	(281, 329)	(13, 24)
push button	0	0		36	(294, 329)	(13, 24)
push button	0	0		35	(317, 329)	(13, 24)
push button	0	0		34	(330, 329)	(13, 24)
push button	0	0		33	(343, 329)	(13, 24)
push button	0	0		32	(356, 329)	(13, 24)
push button	0	0		48	(356, 305)	(13, 24)
push button	0	0		49	(343, 305)	(13, 24)
push button	0	0		50	(330, 305)	(13, 24)
push button	0	0		51	(317, 305)	(13, 24)
push button	0	0		52	(294, 305)	(13, 24)
push button	0	0		53	(281, 305)	(13, 24)
push button	0	0		54	(268, 305)	(13, 24)
push button	0	0		55	(255, 305)	(13, 24)
push button	0	0		56	(232, 305)	(13, 24)
push button	0	0		57	(219, 305)	(13, 24)
push button	0	0		58	(206, 305)	(13, 24)
push button	0	0		59	(193, 305)	(13, 24)
push button	0	0		60	(170, 305)	(13, 24)
push button	0	0		61	(157, 305)	(13, 24)
push button	0	0		62	(144, 305)	(13, 24)
push button	0	0		63	(131, 305)	(13, 24)
push button	)	)		End Group [)]	(218, 418)	(64, 44)
push button	(	(		Start Group [(]	(150, 418)	(64, 44)
push button	mod	mod		Modulus divide	(286, 418)	(64, 44)
push button	,	,			(354, 514)	(64, 44)
push button	F	F			(235, 466)	(47, 44)
push button	E	E			(184, 466)	(47, 44)
push button	D	D			(133, 466)	(47, 44)
push button	C	C			(82, 466)	(47, 44)
push button	B	B			(235, 514)	(47, 44)
push button	A	A			(184, 514)	(47, 44)
push button	9	9			(133, 514)	(47, 44)
push button	8	8			(82, 514)	(47, 44)
push button	7	7			(235, 562)	(47, 44)
push button	6	6			(184, 562)	(47, 44)
push button	5	5			(133, 562)	(47, 44)
push button	4	4			(82, 562)	(47, 44)
push button	3	3			(235, 610)	(47, 44)
push button	2	2			(184, 610)	(47, 44)
push button	1	1			(133, 610)	(47, 44)
push button	0	0			(82, 610)	(47, 44)
push button				Clear Display [Escape]	(82, 418)	(64, 44)
push button	=	=		Calculate Result	(354, 562)	(64, 92)
push button	+	+		Add [+]	(286, 610)	(64, 44)
push button	−	−		Subtract [-]	(286, 562)	(64, 44)
push button	×	×		Multiply [*]	(286, 514)	(64, 44)
push button	÷	÷		Divide [/]	(286, 466)	(64, 44)
push button	π	π		Pi [Ctrl+P]	(354, 418)	(64, 44)
push button	√	√		Root [Ctrl+R]	(354, 466)	(64, 44)
toggle button	Word Size	Word Size		Change word size	(-2147483648, -2147483648)	(121, 44)
toggle button	Store	Store		Memory	(-2147483648, -2147483648)	(122, 44)
push button	Insert Character	Insert Character		Insert Character Code	(-2147483648, -2147483648)	(121, 44)
push button	Factorize	Factorize		Factorize [Ctrl+F]	(-2147483648, -2147483648)	(59, 44)
push button	frac	frac		Fractional Component	(-2147483648, -2147483648)	(59, 44)
push button	int	int		Integer Component	(-2147483648, -2147483648)	(59, 44)
push button	Absolute Value	Absolute Value		Absolute Value [|]	(-2147483648, -2147483648)	(59, 44)
push button	Factorial	Factorial		Factorial [!]	(-2147483648, -2147483648)	(59, 44)
push button	log₂	log₂		Binary Logarithm	(-2147483648, -2147483648)	(59, 44)
push button	log	log		Logarithm	(-2147483648, -2147483648)	(58, 44)
push button	Inverse	Inverse		Inverse [Ctrl+I]	(-2147483648, -2147483648)	(59, 44)
push button	Exponent	Exponent		Exponent [^ or **]	(-2147483648, -2147483648)	(59, 44)
push button	twos	twos		Two’s Complement	(-2147483648, -2147483648)	(59, 44)
push button	ones	ones		Ones’ Complement	(-2147483648, -2147483648)	(59, 44)
push button	NOT	NOT		Boolean NOT	(-2147483648, -2147483648)	(59, 44)
push button	AND	AND		Boolean AND	(-2147483648, -2147483648)	(59, 44)
push button	OR	OR		Boolean OR	(-2147483648, -2147483648)	(58, 44)
push button	XOR	XOR		Boolean Exclusive OR	(-2147483648, -2147483648)	(58, 44)
toggle button	Shift Right	Shift Right		Shift Right	(-2147483648, -2147483648)	(59, 44)
toggle button	Shift Left	Shift Left		Shift Left	(-2147483648, -2147483648)	(59, 44)
toggle button	Superscript	Superscript		Superscript mode [Ctrl]	(-2147483648, -2147483648)	(59, 44)
toggle button	Subscript	Subscript		Subscript mode [Alt]	(-2147483648, -2147483648)	(59, 44)
push button	=	=		Calculate Result	(-2147483648, -2147483648)	(64, 92)
push button	%	%		Percentage [%]	(-2147483648, -2147483648)	(64, 44)
push button	)	)		End Group [)]	(-2147483648, -2147483648)	(64, 44)
push button	(	(		Start Group [(]	(-2147483648, -2147483648)	(64, 44)
push button				Clear Display [Escape]	(-2147483648, -2147483648)	(64, 44)
push button	Exponent	Exponent		Square [Ctrl+2]	(-2147483648, -2147483648)	(64, 44)
push button	√	√		Root [Ctrl+R]	(-2147483648, -2147483648)	(64, 44)
push button	π	π		Pi [Ctrl+P]	(-2147483648, -2147483648)	(64, 44)
push button	+	+		Add [+]	(-2147483648, -2147483648)	(64, 44)
push button	−	−		Subtract [-]	(-2147483648, -2147483648)	(64, 44)
push button	×	×		Multiply [*]	(-2147483648, -2147483648)	(64, 44)
push button	3	3			(-2147483648, -2147483648)	(64, 44)
push button	,	,			(-2147483648, -2147483648)	(64, 44)
push button	0	0			(-2147483648, -2147483648)	(64, 44)
push button	2	2			(-2147483648, -2147483648)	(64, 44)
push button	1	1			(-2147483648, -2147483648)	(64, 44)
push button	÷	÷		Divide [/]	(-2147483648, -2147483648)	(64, 44)
push button	mod	mod		Modulus divide	(-2147483648, -2147483648)	(64, 44)
push button	6	6			(-2147483648, -2147483648)	(64, 44)
push button	5	5			(-2147483648, -2147483648)	(64, 44)
push button	9	9			(-2147483648, -2147483648)	(64, 44)
push button	8	8			(-2147483648, -2147483648)	(64, 44)
push button	7	7			(-2147483648, -2147483648)	(64, 44)
push button	4	4			(-2147483648, -2147483648)	(64, 44)
label	8	8		8	(319, 92)	(92, 22)
label	=	=			(273, 92)	(46, 22)
label	3+5	3+5		3+5	(85, 92)	(188, 22)
label	28	28		28	(319, 127)	(92, 22)
label	=	=			(273, 127)	(46, 22)
label	7×4	7×4		7×4	(85, 127)	(188, 22)
label	7	7		7	(319, 162)	(92, 22)
label	=	=			(273, 162)	(46, 22)
label	9−2	9−2		9−2	(85, 162)	(188, 22)
text					(70, 232)	(360, 21)
combo box	Degrees	Degrees			(-2147483648, -2147483648)	(1, 1)
menu item	Degrees	Degrees			(-2147483648, -2147483648)	(1, 1)
menu item	Radians	Radians			(-2147483648, -2147483648)	(1, 1)
menu item	Gradians	Gradians			(-2147483648, -2147483648)	(1, 1)
menu item	Parsecs	Parsecs			(-2147483648, -2147483648)	(1, 1)
menu item	Light Years	Light Years			(-2147483648, -2147483648)	(1, 1)
menu item	Astronomical Units	Astronomical Units			(-2147483648, -2147483648)	(1, 1)
menu item	Rack Units	Rack Units			(-2147483648, -2147483648)	(1, 1)
menu item	Nautical Miles	Nautical Miles			(-2147483648, -2147483648)	(1, 1)
menu item	Miles	Miles			(-2147483648, -2147483648)	(1, 1)
menu item	Kilometers	Kilometers			(-2147483648, -2147483648)	(1, 1)
menu item	Cables	Cables			(-2147483648, -2147483648)	(1, 1)
menu item	Fathoms	Fathoms			(-2147483648, -2147483648)	(1, 1)
menu item	Meters	Meters			(-2147483648, -2147483648)	(1, 1)
menu item	Yards	Yards			(-2147483648, -2147483648)	(1, 1)
menu item	Feet	Feet			(-2147483648, -2147483648)	(1, 1)
menu item	Inches	Inches			(-2147483648, -2147483648)	(1, 1)
menu item	Centimeters	Centimeters			(-2147483648, -2147483648)	(1, 1)
menu item	Millimeters	Millimeters			(-2147483648, -2147483648)	(1, 1)
menu item	Micrometers	Micrometers			(-2147483648, -2147483648)	(1, 1)
menu item	Nanometers	Nanometers			(-2147483648, -2147483648)	(1, 1)
menu item	Desktop Publishing Point	Desktop Publishing Point			(-2147483648, -2147483648)	(1, 1)
menu item	Kilometers per hour	Kilometers per hour			(-2147483648, -2147483648)	(1, 1)
menu item	Miles per hour	Miles per hour			(-2147483648, -2147483648)	(1, 1)
menu item	Meters per second	Meters per second			(-2147483648, -2147483648)	(1, 1)
menu item	Feet per second	Feet per second			(-2147483648, -2147483648)	(1, 1)
menu item	Knots	Knots			(-2147483648, -2147483648)	(1, 1)
menu item	Hectares	Hectares			(-2147483648, -2147483648)	(1, 1)
menu item	Acres	Acres			(-2147483648, -2147483648)	(1, 1)
menu item	Square Foot	Square Foot			(-2147483648, -2147483648)	(1, 1)
menu item	Square Meters	Square Meters			(-2147483648, -2147483648)	(1, 1)
menu item	Square Centimeters	Square Centimeters			(-2147483648, -2147483648)	(1, 1)
menu item	Square Millimeters	Square Millimeters			(-2147483648, -2147483648)	(1, 1)
menu item	Cubic Meters	Cubic Meters			(-2147483648, -2147483648)	(1, 1)
menu item	US Gallons	US Gallons			(-2147483648, -2147483648)	(1, 1)
menu item	Liters	Liters			(-2147483648, -2147483648)	(1, 1)
menu item	US Quarts	US Quarts			(-2147483648, -2147483648)	(1, 1)
menu item	US Pints	US Pints			(-2147483648, -2147483648)	(1, 1)
menu item	Metric Cups	Metric Cups			(-2147483648, -2147483648)	(1, 1)
menu item	Milliliters	Milliliters			(-2147483648, -2147483648)	(1, 1)
menu item	Microliters	Microliters			(-2147483648, -2147483648)	(1, 1)
menu item	Tonnes	Tonnes			(-2147483648, -2147483648)	(1, 1)
menu item	Kilograms	Kilograms			(-2147483648, -2147483648)	(1, 1)
menu item	Pounds	Pounds			(-2147483648, -2147483648)	(1, 1)
menu item	Ounces	Ounces			(-2147483648, -2147483648)	(1, 1)
menu item	Grams	Grams			(-2147483648, -2147483648)	(1, 1)
menu item	Stone	Stone			(-2147483648, -2147483648)	(1, 1)
menu item	Centuries	Centuries			(-2147483648, -2147483648)	(1, 1)
menu item	Decades	Decades			(-2147483648, -2147483648)	(1, 1)
menu item	Years	Years			(-2147483648, -2147483648)	(1, 1)
menu item	Months	Months			(-2147483648, -2147483648)	(1, 1)
menu item	Weeks	Weeks			(-2147483648, -2147483648)	(1, 1)
menu item	Days	Days			(-2147483648, -2147483648)	(1, 1)
menu item	Hours	Hours			(-2147483648, -2147483648)	(1, 1)
menu item	Minutes	Minutes			(-2147483648, -2147483648)	(1, 1)
menu item	Seconds	Seconds			(-2147483648, -2147483648)	(1, 1)
menu item	Milliseconds	Milliseconds			(-2147483648, -2147483648)	(1, 1)
menu item	Microseconds	Microseconds			(-2147483648, -2147483648)	(1, 1)
menu item	Hertz	Hertz			(-2147483648, -2147483648)	(1, 1)
menu item	Kilohertz	Kilohertz			(-2147483648, -2147483648)	(1, 1)
menu item	Megahertz	Megahertz			(-2147483648, -2147483648)	(1, 1)
menu item	Gigahertz	Gigahertz			(-2147483648, -2147483648)	(1, 1)
menu item	Terahertz	Terahertz			(-2147483648, -2147483648)	(1, 1)
menu item	Celsius	Celsius			(-2147483648, -2147483648)	(1, 1)
menu item	Fahrenheit	Fahrenheit			(-2147483648, -2147483648)	(1, 1)
menu item	Kelvin	Kelvin			(-2147483648, -2147483648)	(1, 1)
menu item	Rankine	Rankine			(-2147483648, -2147483648)	(1, 1)
menu item	Bits	Bits			(-2147483648, -2147483648)	(1, 1)
menu item	Bytes	Bytes			(-2147483648, -2147483648)	(1, 1)
menu item	Nibbles	Nibbles			(-2147483648, -2147483648)	(1, 1)
menu item	Kilobits	Kilobits			(-2147483648, -2147483648)	(1, 1)
menu item	Kilobytes	Kilobytes			(-2147483648, -2147483648)	(1, 1)
menu item	Kibibits	Kibibits			(-2147483648, -2147483648)	(1, 1)
menu item	Kibibytes	Kibibytes			(-2147483648, -2147483648)	(1, 1)
menu item	Megabits	Megabits			(-2147483648, -2147483648)	(1, 1)
menu item	Megabytes	Megabytes			(-2147483648, -2147483648)	(1, 1)
menu item	Mebibits	Mebibits			(-2147483648, -2147483648)	(1, 1)
