tag	name	text	class	description	position (top-left x&y)	size (w&h)
menu item	Israeli New Shekel	Israeli New Shekel			(-2147483648, -2147483648)	(1, 1)
menu item	Japanese Yen	Japanese Yen			(-2147483648, -2147483648)	(1, 1)
menu item	Kazakhstani Tenge	Kazakhstani Tenge			(-2147483648, -2147483648)	(1, 1)
menu item	Kuwaiti Dinar	Kuwaiti Dinar			(-2147483648, -2147483648)	(1, 1)
menu item	Libyan Dinar	Libyan Dinar			(-2147483648, -2147483648)	(1, 1)
menu item	Malaysian Ringgit	Malaysian Ringgit			(-2147483648, -2147483648)	(1, 1)
menu item	Mauritian Rupee	Mauritian Rupee			(-2147483648, -2147483648)	(1, 1)
menu item	Mexican Peso	Mexican Peso			(-2147483648, -2147483648)	(1, 1)
menu item	Nepalese Rupee	Nepalese Rupee			(-2147483648, -2147483648)	(1, 1)
menu item	New Romanian Leu	New Romanian Leu			(-2147483648, -2147483648)	(1, 1)
menu item	New Zealand Dollar	New Zealand Dollar			(-2147483648, -2147483648)	(1, 1)
menu item	Norwegian Krone	Norwegian Krone			(-2147483648, -2147483648)	(1, 1)
menu item	Omani Rial	Omani Rial			(-2147483648, -2147483648)	(1, 1)
menu item	Pakistani Rupee	Pakistani Rupee			(-2147483648, -2147483648)	(1, 1)
menu item	Peruvian Nuevo Sol	Peruvian Nuevo Sol			(-2147483648, -2147483648)	(1, 1)
menu item	Philippine Peso	Philippine Peso			(-2147483648, -2147483648)	(1, 1)
menu item	Polish Zloty	Polish Zloty			(-2147483648, -2147483648)	(1, 1)
menu item	Qatari Riyal	Qatari Riyal			(-2147483648, -2147483648)	(1, 1)
menu item	Russian Rouble	Russian Rouble			(-2147483648, -2147483648)	(1, 1)
menu item	Saudi Riyal	Saudi Riyal			(-2147483648, -2147483648)	(1, 1)
menu item	Serbian Dinar	Serbian Dinar			(-2147483648, -2147483648)	(1, 1)
menu item	Singapore Dollar	Singapore Dollar			(-2147483648, -2147483648)	(1, 1)
menu item	South African Rand	South African Rand			(-2147483648, -2147483648)	(1, 1)
menu item	South Korean Won	South Korean Won			(-2147483648, -2147483648)	(1, 1)
menu item	Sri Lankan Rupee	Sri Lankan Rupee			(-2147483648, -2147483648)	(1, 1)
menu item	Swedish Krona	Swedish Krona			(-2147483648, -2147483648)	(1, 1)
menu item	Swiss Franc	Swiss Franc			(-2147483648, -2147483648)	(1, 1)
menu item	Thai Baht	Thai Baht			(-2147483648, -2147483648)	(1, 1)
menu item	T&T Dollar (TTD)	T&T Dollar (TTD)			(-2147483648, -2147483648)	(1, 1)
menu item	Tunisian Dinar	Tunisian Dinar			(-2147483648, -2147483648)	(1, 1)
menu item	Turkish Lira	Turkish Lira			(-2147483648, -2147483648)	(1, 1)
menu item	UAE Dirham	UAE Dirham			(-2147483648, -2147483648)	(1, 1)
menu item	Uruguayan Peso	Uruguayan Peso			(-2147483648, -2147483648)	(1, 1)
menu item	US Dollar	US Dollar			(-2147483648, -2147483648)	(1, 1)
menu item	Venezuelan Bolívar	Venezuelan Bolívar			(-2147483648, -2147483648)	(1, 1)
push button	 to 	 to 			(-2147483648, -2147483648)	(1, 1)
combo box					(-2147483648, -2147483648)	(1, 1)
push button	⇆	⇆		Switch conversion units	(-2147483648, -2147483648)	(1, 1)
label					(-2147483648, -2147483648)	(1, 1)
label	=	=			(-2147483648, -2147483648)	(1, 1)
label					(-2147483648, -2147483648)	(1, 1)
label					(-2147483648, -2147483648)	(1, 1)
label	=	=			(-2147483648, -2147483648)	(1, 1)
label					(-2147483648, -2147483648)	(1, 1)
toggle button					(-2147483648, -2147483648)	(1, 1)
push button	=	=		Calculate Result	(354, 410)	(64, 92)
push button	%	%		Percentage [%]	(218, 458)	(64, 44)
push button	)	)		End Group [)]	(218, 266)	(64, 44)
push button	(	(		Start Group [(]	(150, 266)	(64, 44)
push button				Clear Display [Escape]	(82, 266)	(64, 44)
push button	Exponent	Exponent		Square [Ctrl+2]	(354, 362)	(64, 44)
push button	√	√		Root [Ctrl+R]	(354, 314)	(64, 44)
push button	π	π		Pi [Ctrl+P]	(354, 266)	(64, 44)
push button	+	+		Add [+]	(286, 458)	(64, 44)
push button	−	−		Subtract [-]	(286, 410)	(64, 44)
push button	×	×		Multiply [*]	(286, 362)	(64, 44)
push button	3	3			(218, 410)	(64, 44)
push button	,	,			(150, 458)	(64, 44)
push button	0	0			(82, 458)	(64, 44)
push button	2	2			(150, 410)	(64, 44)
push button	1	1			(82, 410)	(64, 44)
push button	÷	÷		Divide [/]	(286, 314)	(64, 44)
push button	mod	mod		Modulus divide	(286, 266)	(64, 44)
push button	6	6			(218, 362)	(64, 44)
push button	5	5			(150, 362)	(64, 44)
push button	9	9			(218, 314)	(64, 44)
push button	8	8			(150, 314)	(64, 44)
push button	7	7			(82, 314)	(64, 44)
push button	4	4			(82, 362)	(64, 44)
text					(70, 232)	(360, 21)
combo box	Degrees	Degrees			(-2147483648, -2147483648)	(1, 1)
menu item	Degrees	Degrees			(-2147483648, -2147483648)	(1, 1)
menu item	Radians	Radians			(-2147483648, -2147483648)	(1, 1)
menu item	Gradians	Gradians			(-2147483648, -2147483648)	(1, 1)
menu item	Parsecs	Parsecs			(-2147483648, -2147483648)	(1, 1)
menu item	Light Years	Light Years			(-2147483648, -2147483648)	(1, 1)
menu item	Astronomical Units	Astronomical Units			(-2147483648, -2147483648)	(1, 1)
menu item	Rack Units	Rack Units			(-2147483648, -2147483648)	(1, 1)
menu item	Nautical Miles	Nautical Miles			(-2147483648, -2147483648)	(1, 1)
menu item	Miles	Miles			(-2147483648, -2147483648)	(1, 1)
menu item	Kilometers	Kilometers			(-2147483648, -2147483648)	(1, 1)
menu item	Cables	Cables			(-2147483648, -2147483648)	(1, 1)
menu item	Fathoms	Fathoms			(-2147483648, -2147483648)	(1, 1)
menu item	Meters	Meters			(-2147483648, -2147483648)	(1, 1)
menu item	Yards	Yards			(-2147483648, -2147483648)	(1, 1)
menu item	Feet	Feet			(-2147483648, -2147483648)	(1, 1)
menu item	Inches	Inches			(-2147483648, -2147483648)	(1, 1)
menu item	Centimeters	Centimeters			(-2147483648, -2147483648)	(1, 1)
menu item	Millimeters	Millimeters			(-2147483648, -2147483648)	(1, 1)
menu item	Micrometers	Micrometers			(-2147483648, -2147483648)	(1, 1)
menu item	Nanometers	Nanometers			(-2147483648, -2147483648)	(1, 1)
menu item	Desktop Publishing Point	Desktop Publishing Point			(-2147483648, -2147483648)	(1, 1)
menu item	Kilometers per hour	Kilometers per hour			(-2147483648, -2147483648)	(1, 1)
menu item	Miles per hour	Miles per hour			(-2147483648, -2147483648)	(1, 1)
menu item	Meters per second	Meters per second			(-2147483648, -2147483648)	(1, 1)
menu item	Feet per second	Feet per second			(-2147483648, -2147483648)	(1, 1)
menu item	Knots	Knots			(-2147483648, -2147483648)	(1, 1)
menu item	Hectares	Hectares			(-2147483648, -2147483648)	(1, 1)
menu item	Acres	Acres			(-2147483648, -2147483648)	(1, 1)
menu item	Square Foot	Square Foot			(-2147483648, -2147483648)	(1, 1)
menu item	Square Meters	Square Meters			(-2147483648, -2147483648)	(1, 1)
menu item	Square Centimeters	Square Centimeters			(-2147483648, -2147483648)	(1, 1)
menu item	Square Millimeters	Square Millimeters			(-2147483648, -2147483648)	(1, 1)
menu item	Cubic Meters	Cubic Meters			(-2147483648, -2147483648)	(1, 1)
menu item	US Gallons	US Gallons			(-2147483648, -2147483648)	(1, 1)
menu item	Liters	Liters			(-2147483648, -2147483648)	(1, 1)
menu item	US Quarts	US Quarts			(-2147483648, -2147483648)	(1, 1)
menu item	US Pints	US Pints			(-2147483648, -2147483648)	(1, 1)
menu item	Metric Cups	Metric Cups			(-2147483648, -2147483648)	(1, 1)
menu item	Milliliters	Milliliters			(-2147483648, -2147483648)	(1, 1)
menu item	Microliters	Microliters			(-2147483648, -2147483648)	(1, 1)
menu item	Tonnes	Tonnes			(-2147483648, -2147483648)	(1, 1)
menu item	Kilograms	Kilograms			(-2147483648, -2147483648)	(1, 1)
menu item	Pounds	Pounds			(-2147483648, -2147483648)	(1, 1)
menu item	Ounces	Ounces			(-2147483648, -2147483648)	(1, 1)
menu item	Grams	Grams			(-2147483648, -2147483648)	(1, 1)
menu item	Stone	Stone			(-2147483648, -2147483648)	(1, 1)
menu item	Centuries	Centuries			(-2147483648, -2147483648)	(1, 1)
menu item	Decades	Decades			(-2147483648, -2147483648)	(1, 1)
menu item	Years	Years			(-2147483648, -2147483648)	(1, 1)
menu item	Months	Months			(-2147483648, -2147483648)	(1, 1)
menu item	Weeks	Weeks			(-2147483648, -2147483648)	(1, 1)
menu item	Days	Days			(-2147483648, -2147483648)	(1, 1)
menu item	Hours	Hours			(-2147483648, -2147483648)	(1, 1)
menu item	Minutes	Minutes			(-2147483648, -2147483648)	(1, 1)
menu item	Seconds	Seconds			(-2147483648, -2147483648)	(1, 1)
menu item	Milliseconds	Milliseconds			(-2147483648, -2147483648)	(1, 1)
menu item	Microseconds	Microseconds			(-2147483648, -2147483648)	(1, 1)
menu item	Hertz	Hertz			(-2147483648, -2147483648)	(1, 1)
menu item	Kilohertz	Kilohertz			(-2147483648, -2147483648)	(1, 1)
menu item	Megahertz	Megahertz			(-2147483648, -2147483648)	(1, 1)
menu item	Gigahertz	Gigahertz			(-2147483648, -2147483648)	(1, 1)
menu item	Terahertz	Terahertz			(-2147483648, -2147483648)	(1, 1)
menu item	Celsius	Celsius			(-2147483648, -2147483648)	(1, 1)
menu item	Fahrenheit	Fahrenheit			(-2147483648, -2147483648)	(1, 1)
menu item	Kelvin	Kelvin			(-2147483648, -2147483648)	(1, 1)
menu item	Rankine	Rankine			(-2147483648, -2147483648)	(1, 1)
menu item	Bits	Bits			(-2147483648, -2147483648)	(1, 1)
menu item	Bytes	Bytes			(-2147483648, -2147483648)	(1, 1)
menu item	Nibbles	Nibbles			(-2147483648, -2147483648)	(1, 1)
menu item	Kilobits	Kilobits			(-2147483648, -2147483648)	(1, 1)
menu item	Kilobytes	Kilobytes			(-2147483648, -2147483648)	(1, 1)
menu item	Kibibits	Kibibits			(-2147483648, -2147483648)	(1, 1)
menu item	Kibibytes	Kibibytes			(-2147483648, -2147483648)	(1, 1)
menu item	Megabits	Megabits			(-2147483648, -2147483648)	(1, 1)
menu item	Megabytes	Megabytes			(-2147483648, -2147483648)	(1, 1)
menu item	Mebibits	Mebibits			(-2147483648, -2147483648)	(1, 1)
menu item	Mebibytes	Mebibytes			(-2147483648, -2147483648)	(1, 1)
menu item	Gigabits	Gigabits			(-2147483648, -2147483648)	(1, 1)
menu item	Gigabytes	Gigabytes			(-2147483648, -2147483648)	(1, 1)
menu item	Gibibits	Gibibits			(-2147483648, -2147483648)	(1, 1)
menu item	Gibibytes	Gibibytes			(-2147483648, -2147483648)	(1, 1)
menu item	Terabits	Terabits			(-2147483648, -2147483648)	(1, 1)
menu item	Terabytes	Terabytes			(-2147483648, -2147483648)	(1, 1)
menu item	Tebibits	Tebibits			(-2147483648, -2147483648)	(1, 1)
menu item	Tebibytes	Tebibytes			(-2147483648, -2147483648)	(1, 1)
menu item	Petabits	Petabits			(-2147483648, -2147483648)	(1, 1)
menu item	Petabytes	Petabytes			(-2147483648, -2147483648)	(1, 1)
menu item	Pebibits	Pebibits			(-2147483648, -2147483648)	(1, 1)
menu item	Pebibytes	Pebibytes			(-2147483648, -2147483648)	(1, 1)
menu item	Exabits	Exabits			(-2147483648, -2147483648)	(1, 1)
menu item	Exabytes	Exabytes			(-2147483648, -2147483648)	(1, 1)
menu item	Exbibits	Exbibits			(-2147483648, -2147483648)	(1, 1)
menu item	Exbibytes	Exbibytes			(-2147483648, -2147483648)	(1, 1)
menu item	Zettabits	Zettabits			(-2147483648, -2147483648)	(1, 1)
menu item	Zettabytes	Zettabytes			(-2147483648, -2147483648)	(1, 1)
menu item	Zebibits	Zebibits			(-2147483648, -2147483648)	(1, 1)
menu item	Zebibytes	Zebibytes			(-2147483648, -2147483648)	(1, 1)
menu item	Yottabits	Yottabits			(-2147483648, -2147483648)	(1, 1)
menu item	Yottabytes	Yottabytes			(-2147483648, -2147483648)	(1, 1)
menu item	Yobibits	Yobibits			(-2147483648, -2147483648)	(1, 1)
menu item	Yobibytes	Yobibytes			(-2147483648, -2147483648)	(1, 1)
menu item	Algerian Dinar	Algerian Dinar			(-2147483648, -2147483648)	(1, 1)
menu item	Australian Dollar	Australian Dollar			(-2147483648, -2147483648)	(1, 1)
menu item	Bahraini Dinar	Bahraini Dinar			(-2147483648, -2147483648)	(1, 1)
menu item	Bangladeshi Taka	Bangladeshi Taka			(-2147483648, -2147483648)	(1, 1)
menu item	Botswana Pula	Botswana Pula			(-2147483648, -2147483648)	(1, 1)
menu item	Brazilian Real	Brazilian Real			(-2147483648, -2147483648)	(1, 1)
menu item	British Pound Sterling	British Pound Sterling			(-2147483648, -2147483648)	(1, 1)
menu item	Brunei Dollar	Brunei Dollar			(-2147483648, -2147483648)	(1, 1)
menu item	Bulgarian Lev	Bulgarian Lev			(-2147483648, -2147483648)	(1, 1)
menu item	Canadian Dollar	Canadian Dollar			(-2147483648, -2147483648)	(1, 1)
menu item	CFA Franc	CFA Franc			(-2147483648, -2147483648)	(1, 1)
menu item	Chilean Peso	Chilean Peso			(-2147483648, -2147483648)	(1, 1)
menu item	Chinese Yuan	Chinese Yuan			(-2147483648, -2147483648)	(1, 1)
menu item	Colombian Peso	Colombian Peso			(-2147483648, -2147483648)	(1, 1)
menu item	Croatian Kuna	Croatian Kuna			(-2147483648, -2147483648)	(1, 1)
menu item	Czech Koruna	Czech Koruna			(-2147483648, -2147483648)	(1, 1)
menu item	Danish Krone	Danish Krone			(-2147483648, -2147483648)	(1, 1)
menu item	Estonian Kroon	Estonian Kroon			(-2147483648, -2147483648)	(1, 1)
menu item	Euro	Euro			(-2147483648, -2147483648)	(1, 1)
menu item	Hong Kong Dollar	Hong Kong Dollar			(-2147483648, -2147483648)	(1, 1)
menu item	Hungarian Forint	Hungarian Forint			(-2147483648, -2147483648)	(1, 1)
menu item	Icelandic Krona	Icelandic Krona			(-2147483648, -2147483648)	(1, 1)
menu item	Indian Rupee	Indian Rupee			(-2147483648, -2147483648)	(1, 1)
menu item	Indonesian Rupiah	Indonesian Rupiah			(-2147483648, -2147483648)	(1, 1)
menu item	Iranian Rial	Iranian Rial			(-2147483648, -2147483648)	(1, 1)
menu item	Israeli New Shekel	Israeli New Shekel			(-2147483648, -2147483648)	(1, 1)
menu item	Japanese Yen	Japanese Yen			(-2147483648, -2147483648)	(1, 1)
menu item	Kazakhstani Tenge	Kazakhstani Tenge			(-2147483648, -2147483648)	(1, 1)
menu item	Kuwaiti Dinar	Kuwaiti Dinar			(-2147483648, -2147483648)	(1, 1)
menu item	Libyan Dinar	Libyan Dinar			(-2147483648, -2147483648)	(1, 1)
menu item	Malaysian Ringgit	Malaysian Ringgit			(-2147483648, -2147483648)	(1, 1)
menu item	Mauritian Rupee	Mauritian Rupee			(-2147483648, -2147483648)	(1, 1)
menu item	Mexican Peso	Mexican Peso			(-2147483648, -2147483648)	(1, 1)
menu item	Nepalese Rupee	Nepalese Rupee			(-2147483648, -2147483648)	(1, 1)
menu item	New Romanian Leu	New Romanian Leu			(-2147483648, -2147483648)	(1, 1)
menu item	New Zealand Dollar	New Zealand Dollar			(-2147483648, -2147483648)	(1, 1)
menu item	Norwegian Krone	Norwegian Krone			(-2147483648, -2147483648)	(1, 1)
menu item	Omani Rial	Omani Rial			(-2147483648, -2147483648)	(1, 1)
menu item	Pakistani Rupee	Pakistani Rupee			(-2147483648, -2147483648)	(1, 1)
menu item	Peruvian Nuevo Sol	Peruvian Nuevo Sol			(-2147483648, -2147483648)	(1, 1)
menu item	Philippine Peso	Philippine Peso			(-2147483648, -2147483648)	(1, 1)
menu item	Polish Zloty	Polish Zloty			(-2147483648, -2147483648)	(1, 1)
menu item	Qatari Riyal	Qatari Riyal			(-2147483648, -2147483648)	(1, 1)
menu item	Russian Rouble	Russian Rouble			(-2147483648, -2147483648)	(1, 1)
menu item	Saudi Riyal	Saudi Riyal			(-2147483648, -2147483648)	(1, 1)
menu item	Serbian Dinar	Serbian Dinar			(-2147483648, -2147483648)	(1, 1)
menu item	Singapore Dollar	Singapore Dollar			(-2147483648, -2147483648)	(1, 1)
menu item	South African Rand	South African Rand			(-2147483648, -2147483648)	(1, 1)
menu item	South Korean Won	South Korean Won			(-2147483648, -2147483648)	(1, 1)
menu item	Sri Lankan Rupee	Sri Lankan Rupee			(-2147483648, -2147483648)	(1, 1)
menu item	Swedish Krona	Swedish Krona			(-2147483648, -2147483648)	(1, 1)
menu item	Swiss Franc	Swiss Franc			(-2147483648, -2147483648)	(1, 1)
menu item	Thai Baht	Thai Baht			(-2147483648, -2147483648)	(1, 1)
menu item	T&T Dollar (TTD)	T&T Dollar (TTD)			(-2147483648, -2147483648)	(1, 1)
menu item	Tunisian Dinar	Tunisian Dinar			(-2147483648, -2147483648)	(1, 1)
menu item	Turkish Lira	Turkish Lira			(-2147483648, -2147483648)	(1, 1)
menu item	UAE Dirham	UAE Dirham			(-2147483648, -2147483648)	(1, 1)
menu item	Uruguayan Peso	Uruguayan Peso			(-2147483648, -2147483648)	(1, 1)
menu item	US Dollar	US Dollar			(-2147483648, -2147483648)	(1, 1)
menu item	Venezuelan Bolívar	Venezuelan Bolívar			(-2147483648, -2147483648)	(1, 1)
push button	 to 	 to 			(-2147483648, -2147483648)	(1, 1)
combo box	Radians	Radians			(-2147483648, -2147483648)	(1, 1)
menu item	Degrees	Degrees			(-2147483648, -2147483648)	(1, 1)
menu item	Radians	Radians			(-2147483648, -2147483648)	(1, 1)
menu item	Gradians	Gradians			(-2147483648, -2147483648)	(1, 1)
push button	⇆	⇆		Switch conversion units	(-2147483648, -2147483648)	(1, 1)
label	3 degrees	3 degrees			(-2147483648, -2147483648)	(1, 1)
label	=	=			(-2147483648, -2147483648)	(1, 1)
label	0,0524 radians	0,0524 radians			(-2147483648, -2147483648)	(1, 1)
